image_name,text_id,variant,label,source
10001_browser.png,10001,browser,0,human
10001_doc.png,10001,doc,0,human
10001_latex.png,10001,latex,0,human
10002_browser.png,10002,browser,0,human
10002_doc.png,10002,doc,0,human
10002_latex.png,10002,latex,0,human
10007_browser.png,10007,browser,0,human
10007_doc.png,10007,doc,0,human
10007_latex.png,10007,latex,0,human
10010_browser.png,10010,browser,0,human
10010_doc.png,10010,doc,0,human
10010_latex.png,10010,latex,0,human
10015_browser.png,10015,browser,0,human
10015_doc.png,10015,doc,0,human
10015_latex.png,10015,latex,0,human
10017_browser.png,10017,browser,0,human
10017_doc.png,10017,doc,0,human
10017_latex.png,10017,latex,0,human
10019_browser.png,10019,browser,0,human
10019_doc.png,10019,doc,0,human
10019_latex.png,10019,latex,0,human
10022_browser.png,10022,browser,0,human
10022_doc.png,10022,doc,0,human
10022_latex.png,10022,latex,0,human
10026_browser.png,10026,browser,0,human
10026_doc.png,10026,doc,0,human
10026_latex.png,10026,latex,0,human
1003_browser.png,1003,browser,0,human
1003_doc.png,1003,doc,0,human
1003_latex.png,1003,latex,0,human
10040_browser.png,10040,browser,0,human
10040_doc.png,10040,doc,0,human
10040_latex.png,10040,latex,0,human
10048_browser.png,10048,browser,0,human
10048_doc.png,10048,doc,0,human
10048_latex.png,10048,latex,0,human
10052_browser.png,10052,browser,0,human
10052_doc.png,10052,doc,0,human
10052_latex.png,10052,latex,0,human
10058_browser.png,10058,browser,0,human
10058_doc.png,10058,doc,0,human
10058_latex.png,10058,latex,0,human
10059_browser.png,10059,browser,0,human
10059_doc.png,10059,doc,0,human
10059_latex.png,10059,latex,0,human
1005_browser.png,1005,browser,0,human
1005_doc.png,1005,doc,0,human
1005_latex.png,1005,latex,0,human
10062_browser.png,10062,browser,0,human
10062_doc.png,10062,doc,0,human
10062_latex.png,10062,latex,0,human
10064_browser.png,10064,browser,0,human
10064_doc.png,10064,doc,0,human
10064_latex.png,10064,latex,0,human
10066_browser.png,10066,browser,0,human
10066_doc.png,10066,doc,0,human
10066_latex.png,10066,latex,0,human
1007_browser.png,1007,browser,0,human
1007_doc.png,1007,doc,0,human
1007_latex.png,1007,latex,0,human
10080_browser.png,10080,browser,0,human
10080_doc.png,10080,doc,0,human
10080_latex.png,10080,latex,0,human
10094_browser.png,10094,browser,0,human
10094_doc.png,10094,doc,0,human
10094_latex.png,10094,latex,0,human
10096_browser.png,10096,browser,0,human
10096_doc.png,10096,doc,0,human
10096_latex.png,10096,latex,0,human
100_browser.png,100,browser,0,human
100_doc.png,100,doc,0,human
100_latex.png,100,latex,0,human
10104_browser.png,10104,browser,0,human
10104_doc.png,10104,doc,0,human
10104_latex.png,10104,latex,0,human
10111_browser.png,10111,browser,0,human
10111_doc.png,10111,doc,0,human
10111_latex.png,10111,latex,0,human
10127_browser.png,10127,browser,0,human
10127_doc.png,10127,doc,0,human
10127_latex.png,10127,latex,0,human
10141_browser.png,10141,browser,0,human
10141_doc.png,10141,doc,0,human
10141_latex.png,10141,latex,0,human
10155_browser.png,10155,browser,0,human
10155_doc.png,10155,doc,0,human
10155_latex.png,10155,latex,0,human
10157_browser.png,10157,browser,0,human
10157_doc.png,10157,doc,0,human
10157_latex.png,10157,latex,0,human
10161_browser.png,10161,browser,0,human
10161_doc.png,10161,doc,0,human
10161_latex.png,10161,latex,0,human
10179_browser.png,10179,browser,0,human
